/* DATA DESCRIPTION:;;;;;;
Citation:;"Wesche, Christine; Dierking, Wolfgang (2015): Near-coastal circum-Antarctic iceberg size distributions determined from Synthetic Aperture Radar images. PANGAEA, https://doi.org/10.1594/PANGAEA.843280,";;;;;
;"Supplement to: Wesche, C; Dierking, W (2015): Near-coastal circum-Antarctic iceberg size distributions determined from Synthetic Aperture Radar images. Remote Sensing of Environment, 156, 561-569, https://doi.org/10.1016/j.rse.2014.10.025";;;;;
Abstract:;The Radarsat-1 Antarctic Mapping Project (RAMP) compiled a mosaic of Antarctica and the adjacent ocean zone from more than 3000 high-resolution Synthetic Aperture Radar (SAR) images acquired in September and October 1997. The mosaic with a pixel size of 100 m was used to determine iceberg size distributions around Antarctica, combining an automated detection with a visual control of all icebergs larger than 5 km**2 and correction of recognized false detections. For icebergs below 5 km**2 in size, the numbers of false detections and accuracies of size retrievals were analyzed for three test sites. Nearly 7000 icebergs with horizontal areas between 0.3 and 4717.7 km**2 were identified in a near-coastal zone of varying width between 20 and 300 km. The spatial distributions of icebergs around Antarctica were calculated for zonal segments of 20° angular width and related to the types of the calving fronts in the respective section. Results reveal that regional variations of the size distributions cannot be neglected. The highest ice mass accumulations were found at positions of giant icebergs (> 18.5 km) but also in front of ice shelves from which larger numbers of smaller icebergs calve almost continuously. Although the coastal oceanic zone covered by RAMP is too narrow compared to the spatial coverage needed for oceanographic research, this study nevertheless demonstrates the usefulness of SAR images for iceberg research and the need for repeated data acquisitions extending ocean-wards over distances of 500 km and more from the coast to monitor iceberg melt and disintegration and the related freshwater input into the ocean.;;;;;
Other version:;Near-coastal circum-Antarctic iceberg in September/October 1997 in GDB format (1.1 MB) (URI: hdl:10013/epic.45065.d003);;;;;
;Near-coastal circum-Antarctic iceberg in September/October 1997 in KMZ format (1.4 MB) (URI: hdl:10013/epic.45065.d002);;;;;
Coverage:;MEDIAN LATITUDE: -69.229904 * MEDIAN LONGITUDE: 23.971635 * SOUTH-BOUND LATITUDE: -78.241400 * WEST-BOUND LONGITUDE: -165.994200 * NORTH-BOUND LATITUDE: -60.658200 * EAST-BOUND LONGITUDE: 169.443800;;;;;
Event(s):;pan-Antarctica * LATITUDE: -90.000000 * LONGITUDE: 0.000000;;;;;
Parameter(s):;LATITUDE (Latitude) * GEOCODE;;;;;
;LONGITUDE (Longitude) * GEOCODE;;;;;
;Area extent [km**2] (Area) * PI: Wesche, Christine (https://orcid.org/0000-0002-9786-4010, christine.wesche@awi.de, http://www.awi.de/en/about-us/organisation/staff/christine-wesche.html);;;;;
;Perimeter [m] (Perimeter) * PI: Wesche, Christine (https://orcid.org/0000-0002-9786-4010, christine.wesche@awi.de, http://www.awi.de/en/about-us/organisation/staff/christine-wesche.html);;;;;
;Width [m] (w) * PI: Wesche, Christine (https://orcid.org/0000-0002-9786-4010, christine.wesche@awi.de, http://www.awi.de/en/about-us/organisation/staff/christine-wesche.html);;;;;
;Length [m] (l) * PI: Wesche, Christine (https://orcid.org/0000-0002-9786-4010, christine.wesche@awi.de, http://www.awi.de/en/about-us/organisation/staff/christine-wesche.html);;;;;
;Orientation [deg] (Orientation) * PI: Wesche, Christine (https://orcid.org/0000-0002-9786-4010, christine.wesche@awi.de, http://www.awi.de/en/about-us/organisation/staff/christine-wesche.html);;;;;
License:;Creative Commons Attribution 3.0 Unported (CC-BY-3.0);;;;;
Size:;34560 data points;;;;;
*/;;;;;;
Latitude;Longitude;Area [km**2];Perimeter [m];w [m];l [m];Orientation [deg]
-64.7868;97.1127;0.0100;479.6;106;197;29.1
-66.9974;148.6699;0.0202;793.0;121;343;23.7
-64.6813;96.4155;0.0262;1039.4;108;509;129.0
-74.1056;-130.4013;0.2119;1965.8;429;771;140.6
-65.0482;97.2875;0.2559;2183.7;403;879;71.6
-64.3257;-59.4878;0.2865;2931.8;613;1063;48.8
-62.8802;-54.4064;0.2872;2184.8;554;827;34.0
-65.1024;97.3654;0.2883;2156.6;500;781;50.2
-65.1885;97.5762;0.2885;2353.4;600;849;45.0
-64.7725;102.4128;0.2890;2183.1;474;832;63.8
-65.4650;114.5092;0.2893;2255.9;441;871;40.2
-65.6856;97.8710;0.2895;2161.3;500;781;39.8
-65.7479;113.2729;0.2897;2161.8;500;781;50.2
-65.6690;97.8350;0.2903;2597.2;524;1078;66.3
-65.6814;114.9071;0.2905;2160.2;528;819;128.0
-65.2991;103.9784;0.2906;2198.2;499;874;61.3
-66.1538;122.1573;0.2906;2361.9;600;849;135.0
-65.3483;103.8072;0.2906;2303.6;558;891;49.7
-66.2852;81.7451;0.2908;2560.0;300;1044;16.7
-65.6064;114.7887;0.2908;2192.5;554;838;139.6
-66.3037;126.4725;0.2909;2954.0;650;943;32.0
-66.3219;125.0462;0.2909;2363.4;600;849;135.0
-65.1380;134.8090;0.2909;2400.3;387;950;94.1
-66.3549;114.6060;0.2910;2560.6;500;943;58.0
-66.3814;121.6333;0.2911;2560.9;500;943;148.0
-66.4042;123.3688;0.2911;2364.1;600;781;129.8
-65.0351;97.3153;0.2916;2342.2;535;1012;60.4
-66.1216;50.1961;0.2917;2204.7;472;886;41.2
-63.2960;-61.9983;0.2919;2590.8;535;1005;110.8
-65.1010;92.6619;0.2919;2103.6;590;762;49.7
-66.6871;127.9418;0.2921;2227.0;477;899;127.2
-66.3124;124.9817;0.2922;2215.8;555;904;135.2
-66.0897;114.2690;0.2923;2221.7;536;866;149.5
-66.9840;128.9465;0.2923;2566.5;300;1044;16.7
-65.7632;115.2362;0.2923;2217.9;461;897;50.0
-65.6536;104.4046;0.2925;2319.6;483;913;126.8
-66.7357;149.9444;0.2926;2195.1;570;840;140.1
-65.7459;107.2704;0.2926;2187.8;582;793;144.4
-66.3520;-65.6814;0.2927;2417.8;438;1032;135.9
-66.4912;93.1100;0.2927;2579.6;396;1185;135.1
-65.3914;103.7046;0.2929;2196.2;511;883;150.0
-66.3971;125.0384;0.2931;2648.6;551;1005;60.2
-66.6320;127.4633;0.2933;2253.8;439;850;95.8
-66.7092;128.6277;0.2933;2706.2;532;990;92.1
-66.2664;87.6835;0.2934;2256.1;433;896;127.3
-66.0419;140.0111;0.2937;2292.2;480;890;50.4
-65.0138;103.1177;0.2938;2193.5;596;793;144.6
-66.2681;130.0910;0.2939;2269.4;400;873;162.7
-66.2800;47.8035;0.2939;2269.4;400;873;162.7
-65.5318;98.0261;0.2940;2644.2;329;1152;109.6
-66.3068;126.9897;0.2941;2902.0;539;1173;136.0
-66.1757;131.2436;0.2943;2153.0;597;777;40.5
-64.9680;97.3710;0.2944;2195.3;545;918;50.3
-66.0650;114.6553;0.2946;2339.3;585;939;154.1
-67.5042;69.9922;0.2947;2498.2;446;1079;151.0
-66.2497;130.1493;0.2948;2555.2;406;1053;97.1
-66.1310;121.8026;0.2951;2227.1;500;858;67.1
-66.4836;127.3843;0.2952;2308.3;433;962;124.5
-65.4305;112.0581;0.2953;2240.0;521;885;50.7
-65.9524;51.0717;0.2955;2177.5;546;799;55.9
-67.6407;43.0547;0.2956;2144.6;595;760;48.9
-66.2236;121.8045;0.2956;2183.5;576;834;54.6
-66.7796;122.4311;0.2957;2835.3;498;1114;51.9
-64.3640;97.1546;0.2957;2244.4;532;956;132.4
-66.0423;135.5846;0.2959;2581.1;490;1027;144.5
-66.8129;129.0677;0.2960;2498.8;450;1042;135.1
-65.6575;121.2316;0.2963;2220.9;505;816;59.1
-65.5466;110.9288;0.2963;2205.5;565;834;140.5
-66.3795;123.2770;0.2965;2265.3;454;850;95.8
-69.2485;-67.6432;0.2968;3381.9;525;1204;41.6
-66.2023;122.9205;0.2970;2719.0;601;1040;155.2
-66.9681;127.9918;0.2970;2451.6;416;1084;65.7
-65.8111;124.7041;0.2971;2882.3;602;1050;152.9
-66.7719;122.4489;0.2971;2443.9;346;979;120.2
-66.0551;55.8626;0.2971;2375.2;386;995;122.7
-63.8265;-55.7632;0.2974;2211.3;575;913;144.5
-66.1599;135.6665;0.2975;2283.1;527;951;137.2
-66.9820;128.2209;0.2975;2333.9;497;1005;132.2
-66.0341;90.4431;0.2976;2409.1;359;968;167.3
-69.6633;160.6320;0.2976;2646.1;448;1120;138.1
-68.4494;32.9782;0.2977;2208.7;576;822;141.6
-69.7650;9.8874;0.2978;2590.3;300;1044;16.7
-66.2288;124.8291;0.2978;2190.1;538;914;125.8
-66.4984;108.1209;0.2978;2328.1;417;972;130.6
-65.1083;105.0217;0.2979;2394.1;518;946;93.0
-68.3741;154.4251;0.2980;2317.5;417;969;131.5
-66.2088;124.9062;0.2980;2231.2;556;906;134.8
-66.1934;123.6760;0.2982;2398.7;370;973;149.1
-69.3436;29.1558;0.2982;2229.2;472;886;41.2
-66.3092;80.7598;0.2983;2288.6;422;971;54.4
-65.6124;115.8377;0.2983;2177.5;626;788;90.2
-66.1191;57.5204;0.2984;2712.7;579;1099;121.6
-66.3179;121.3300;0.2989;2263.9;518;877;82.3
-69.3504;22.2153;0.2990;2246.9;536;866;149.5
-65.2325;97.6211;0.2990;2233.1;536;866;149.2
-65.7032;108.5252;0.2992;2256.6;516;940;69.0
-65.6228;115.1510;0.2993;2193.3;526;860;54.5
-63.2629;-62.1467;0.2995;2719.3;467;1152;53.1
-66.3709;122.5613;0.2996;2298.0;454;951;137.2
-64.6961;97.3793;0.3001;2732.8;531;1141;59.2
-69.6294;17.7783;0.3002;2169.7;508;833;152.8
-64.2980;-56.6411;0.3003;2178.9;570;840;54.5
-70.0816;-2.1263;0.3004;2252.3;536;866;149.5
-66.7121;150.2165;0.3007;2290.8;619;921;144.0
